Title,URL,Description,Best rating,Worst rating,Rating,Genre,Duration
Dangal,https://www.imdb.com/title/tt5074352/,"Mahavir Singh Phogat, a former wrestler, decides to fulfill his dream of winning a gold medal for his country by training his daughters for the Commonwealth Games despite the existing social stigmas.",10,1,8.3,"Action, Biography, Drama",PT2H41M
The Wolf of Wall Street,https://www.imdb.com/title/tt0993846/,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",10,1,8.2,"Biography, Comedy, Crime",PT3H
Hamilton,https://www.imdb.com/title/tt8503618/,"The real life of one of America&apos;s foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.",10,1,8.3,"Biography, Drama, History",PT2H40M
Taxi Driver,https://www.imdb.com/title/tt0075314/,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.",10,1,8.2,"Crime, Drama",PT1H54M
Green Book,https://www.imdb.com/title/tt6966692/,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,10,1,8.2,"Biography, Comedy, Drama",PT2H10M
Batman Begins,https://www.imdb.com/title/tt0372784/,"After witnessing his parents&apos; death, billionaire Bruce Wayne learns the art of fighting to confront injustice. When he returns to Gotham as Batman, he must stop a secret society that intends to destroy the city.",10,1,8.2,"Action, Crime, Drama",PT2H20M
The Truman Show,https://www.imdb.com/title/tt0120382/,An insurance salesman begins to suspect that his whole life is actually some sort of reality TV show.,10,1,8.2,"Comedy, Drama",PT1H43M
Per qualche dollaro in più,https://www.imdb.com/title/tt0059578/,Two bounty killers with similar intentions but different motivations team up to track down a psychotic Mexican outlaw before he and his gang can carry out an audacious bank robbery.,10,1,8.2,"Drama, Western",PT2H12M
Judgment at Nuremberg,https://www.imdb.com/title/tt0055031/,"Fictionalized depiction of the 1947 Judges&apos; Trial, the third of 12 trials of Nazi war criminals conducted by the American occupying forces in Nuremberg, Germany, in which former judges of Nazi Germany were tried for their actions.",10,1,8.3,"Drama, War",PT2H59M
Some Like It Hot,https://www.imdb.com/title/tt0053291/,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",10,1,8.2,"Comedy, Music, Romance",PT2H1M
Shutter Island,https://www.imdb.com/title/tt1130884/,Two US marshals are sent to a mental institution on an inhospitable island in order to investigate the disappearance of a patient.,10,1,8.2,"Drama, Mystery, Thriller",PT2H18M
The Kid,https://www.imdb.com/title/tt0012349/,"The Tramp cares for an abandoned child, but events put their relationship in jeopardy.",10,1,8.2,"Comedy, Drama, Family",PT1H8M
The Father,https://www.imdb.com/title/tt10272386/,"A man refuses all assistance from his daughter as he ages. When he tries to understand what is happening around him, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",10,1,8.2,"Drama, Mystery",PT1H37M
All About Eve,https://www.imdb.com/title/tt0042192/,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,10,1,8.2,Drama,PT2H18M
Jurassic Park,https://www.imdb.com/title/tt0107290/,"An industrialist invites some experts to visit his theme park of cloned dinosaurs. After a power failure, the creatures run loose, putting everyone&apos;s lives, including his grandchildren&apos;s, in danger.",10,1,8.2,"Action, Adventure, Sci-Fi",PT2H7M
There Will Be Blood,https://www.imdb.com/title/tt0469494/,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",10,1,8.2,Drama,PT2H38M
The Sixth Sense,https://www.imdb.com/title/tt0167404/,"After being shot by a resentful former patient whom he failed to help, a Philadelphia child psychologist seeks redemption by treating a young boy with a disturbing secret.",10,1,8.2,"Drama, Mystery, Thriller",PT1H47M
Casino,https://www.imdb.com/title/tt0112641/,"In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite.",10,1,8.2,"Crime, Drama",PT2H58M
Ran,https://www.imdb.com/title/tt0089881/,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",10,1,8.2,"Action, Drama, War",PT2H40M
Top Gun: Maverick,https://www.imdb.com/title/tt1745960/,"The story involves Maverick confronting his past while training a group of younger Top Gun graduates, including the son of his deceased best friend, for a dangerous mission.",10,1,8.2,"Action, Drama",PT2H10M
No Country for Old Men,https://www.imdb.com/title/tt0477348/,Violence and mayhem ensue after a hunter stumbles upon the aftermath of a drug deal gone wrong and over two million dollars in cash near the Rio Grande.,10,1,8.2,"Crime, Drama, Thriller",PT2H2M
The Thing,https://www.imdb.com/title/tt0084787/,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,10,1,8.2,"Horror, Mystery, Sci-Fi",PT1H49M
El laberinto del fauno,https://www.imdb.com/title/tt0457430/,"In 1944 Spain, a girl is sent to live with her ruthless stepfather. During the night, she meets a fairy who takes her to an old faun. He tells her she&apos;s a princess, but must prove her royalty by surviving three gruesome tasks.",10,1,8.2,"Drama, Fantasy, War",PT1H58M
Unforgiven,https://www.imdb.com/title/tt0105695/,Retired Old West gunslinger Will Munny reluctantly takes on one last job to avenge an injustice with the help of his old partner and a young would-be gunman calling himself &quot;The Schofield Kid&quot;.,10,1,8.2,"Drama, Western",PT2H10M
Kill Bill: Vol. 1,https://www.imdb.com/title/tt0266697/,"After waking from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",10,1,8.2,"Action, Crime, Thriller",PT1H51M
A Beautiful Mind,https://www.imdb.com/title/tt0268978/,"A mathematical genius, John Nash made an astonishing discovery early in his career and stood on the brink of international acclaim. But the handsome and arrogant Nash soon found himself on a harrowing journey of self-discovery.",10,1,8.2,"Biography, Drama, Mystery",PT2H15M
The Treasure of the Sierra Madre,https://www.imdb.com/title/tt0040897/,Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,10,1,8.2,"Adventure, Drama, Western",PT2H6M
Prisoners,https://www.imdb.com/title/tt1392214/,A desperate father takes the law into his own hands after police fail to find two kidnapped girls.,10,1,8.2,"Crime, Drama, Mystery",PT2H33M
Yôjinbô,https://www.imdb.com/title/tt0055630/,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,10,1,8.2,"Action, Drama, Thriller",PT1H50M
Finding Nemo,https://www.imdb.com/title/tt0266543/,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",10,1,8.2,"Animation, Adventure, Comedy",PT1H40M
Hauru no ugoku shiro,https://www.imdb.com/title/tt0347149/,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",10,1,8.2,"Animation, Adventure, Family",PT1H59M
The Great Escape,https://www.imdb.com/title/tt0057115/,"Allied officers in a German prisoner of war camp during World War II making a daring plan for a mass escape by hundreds of their men, hoping to draw German personnel and resources away from combat operations.",10,1,8.2,"Adventure, Drama, Thriller",PT2H52M
Monty Python and the Holy Grail,https://www.imdb.com/title/tt0071853/,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",10,1,8.2,"Adventure, Comedy, Fantasy",PT1H31M
The Elephant Man,https://www.imdb.com/title/tt0080678/,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication.",10,1,8.2,"Biography, Drama",PT2H4M
Dial M for Murder,https://www.imdb.com/title/tt0046912/,"A London playboy plots the perfect murder of his rich, unfaithful Wife.",10,1,8.2,"Crime, Drama, Mystery",PT1H45M
Klaus,https://www.imdb.com/title/tt4729430/,"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg&apos;s new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions.",10,1,8.2,"Animation, Adventure, Comedy",PT1H36M
Gone with the Wind,https://www.imdb.com/title/tt0031381/,A sheltered and manipulative Southern belle and a roguish profiteer face off in a turbulent romance as the society around them crumbles with the end of slavery and is rebuilt during the Civil War and Reconstruction periods.,10,1,8.2,"Drama, Romance, War",PT3H58M
Chinatown,https://www.imdb.com/title/tt0071315/,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.",10,1,8.1,"Drama, Mystery, Thriller",PT2H10M
Rashômon,https://www.imdb.com/title/tt0042876/,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai&apos;s ghost and a woodcutter.",10,1,8.2,"Crime, Drama, Mystery",PT1H28M
El secreto de sus ojos,https://www.imdb.com/title/tt1305806/,"A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases, and for his unreciprocated love with his superior--both of which still haunt him decades later.",10,1,8.2,"Drama, Mystery, Romance",PT2H9M
"Lock, Stock and Two Smoking Barrels",https://www.imdb.com/title/tt0120735/,"When four small-time criminals lose a rigged poker game against a London kingpin, he gives them one week to settle their enormous debt.",10,1,8.1,"Comedy, Crime",PT1H47M
V for Vendetta,https://www.imdb.com/title/tt0434409/,"In a future British dystopian society, a shadowy freedom fighter, known only by the alias of &quot;V&quot;, plots to overthrow the tyrannical government - with the help of a young woman.",10,1,8.1,"Action, Drama, Sci-Fi",PT2H12M
Inside Out,https://www.imdb.com/title/tt2096673/,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",10,1,8.1,"Animation, Adventure, Comedy",PT1H35M
"Three Billboards Outside Ebbing, Missouri",https://www.imdb.com/title/tt5027774/,A mother personally challenges the local authorities to solve her daughter&apos;s murder when they fail to catch the culprit.,10,1,8.1,"Comedy, Crime, Drama",PT1H55M
The Bridge on the River Kwai,https://www.imdb.com/title/tt0050212/,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it.",10,1,8.1,"Adventure, Drama, War",PT2H41M
Catch Me If You Can,https://www.imdb.com/title/tt0264464/,"Barely 17 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",10,1,8.1,"Biography, Crime, Drama",PT2H21M
Trainspotting,https://www.imdb.com/title/tt0117951/,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends.",10,1,8.1,Drama,PT1H33M
Raging Bull,https://www.imdb.com/title/tt0081398/,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",10,1,8.1,"Biography, Drama, Sport",PT2H9M
The Wild Robot,https://www.imdb.com/title/tt29623480/,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island&apos;s animals and cares for an orphaned baby goose.",10,1,8.2,"Animation, Sci-Fi",PT1H42M
Fargo,https://www.imdb.com/title/tt0116282/,Minnesota car salesman Jerry Lundegaard&apos;s inept crime falls apart due to his and his henchmen&apos;s bungling and the persistent police work of the quite pregnant Marge Gunderson.,10,1,8.1,"Crime, Drama, Thriller",PT1H38M
Warrior,https://www.imdb.com/title/tt1291584/,"The youngest son of an alcoholic former boxer returns home, where he&apos;s trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.",10,1,8.1,"Action, Drama, Sport",PT2H20M
Harry Potter and the Deathly Hallows: Part 2,https://www.imdb.com/title/tt1201607/,"As the battle between the forces of good and evil in the wizarding world escalates, Harry Potter draws ever closer to his final confrontation with Voldemort.",10,1,8.1,"Adventure, Family, Fantasy",PT2H10M
Gran Torino,https://www.imdb.com/title/tt1205489/,"After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself.",10,1,8.1,Drama,PT1H56M
Million Dollar Baby,https://www.imdb.com/title/tt0405159/,"Frankie, an ill-tempered old coach, reluctantly agrees to train aspiring boxer Maggie. Impressed with her determination and talent, he helps her become the best and the two soon form a close bond.",10,1,8.1,"Drama, Sport",PT2H12M
Ben-Hur,https://www.imdb.com/title/tt0052618/,"A Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, but it&apos;s not long before he regains his freedom and comes back for revenge.",10,1,8.1,"Adventure, Drama",PT3H32M
Mad Max: Fury Road,https://www.imdb.com/title/tt1392190/,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshipper and a drifter named Max.",10,1,8.1,"Action, Adventure, Sci-Fi",PT2H
Tonari no Totoro,https://www.imdb.com/title/tt0096283/,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.",10,1,8.1,"Animation, Comedy, Family",PT1H26M
Barry Lyndon,https://www.imdb.com/title/tt0072684/,An Irish rogue wins the heart of a rich widow and assumes her dead husband&apos;s aristocratic position in 18th-century England.,10,1,8.1,"Adventure, Drama, War",PT3H5M
Dead Poets Society,https://www.imdb.com/title/tt0097165/,"Maverick teacher John Keating returns in 1959 to the prestigious New England boys&apos; boarding school where he was once a star student, using poetry to embolden his pupils to new heights of self-expression.",10,1,8.1,"Comedy, Drama",PT2H8M
Spider-Man: No Way Home,https://www.imdb.com/title/tt10872600/,"With Spider-Man&apos;s identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear.",10,1,8.2,"Action, Adventure, Fantasy",PT2H28M
Bacheha-ye aseman,https://www.imdb.com/title/tt0118849/,"After a boy loses his sister&apos;s pair of shoes, he goes on a series of adventures in order to find them. When he can&apos;t, he tries a new way to &quot;win&quot; a new pair.",10,1,8.2,"Drama, Family, Sport",PT1H29M
12 Years a Slave,https://www.imdb.com/title/tt2024544/,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",10,1,8.1,"Biography, Drama, History",PT2H14M
Hacksaw Ridge,https://www.imdb.com/title/tt2119532/,"World War II American Army Medic Desmond T. Doss, serving during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.",10,1,8.1,"Biography, Drama, History",PT2H19M
The Grand Budapest Hotel,https://www.imdb.com/title/tt2278388/,"A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel&apos;s glorious years under an exceptional concierge.",10,1,8.1,"Comedy, Drama",PT1H39M
Before Sunrise,https://www.imdb.com/title/tt0112471/,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",10,1,8.1,"Comedy, Drama, Romance",PT1H41M
Blade Runner,https://www.imdb.com/title/tt0083658/,A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,10,1,8.1,"Action, Drama, Sci-Fi",PT1H57M
Salinui chueok,https://www.imdb.com/title/tt0353969/,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.",10,1,8.1,"Crime, Drama, Mystery",PT2H12M
Gone Girl,https://www.imdb.com/title/tt2267998/,The husband of a missing woman becomes the chief suspect in her disappearance.,10,1,8.1,"Drama, Mystery, Thriller",PT2H29M
Ratatouille,https://www.imdb.com/title/tt0382932/,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,10,1,8.1,"Animation, Adventure, Comedy",PT1H51M
"Monsters, Inc.",https://www.imdb.com/title/tt0198781/,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.",10,1,8.1,"Animation, Adventure, Comedy",PT1H32M
In the Name of the Father,https://www.imdb.com/title/tt0107207/,"An Irish man&apos;s coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. Meanwhile, a British lawyer fights to clear their names and free them.",10,1,8.1,"Biography, Crime, Drama",PT2H13M
How to Train Your Dragon,https://www.imdb.com/title/tt0892769/,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",10,1,8.1,"Animation, Action, Adventure",PT1H38M
Relatos salvajes,https://www.imdb.com/title/tt3011894/,Six short stories that explore the extremities of human behavior involving people in distress.,10,1,8.1,"Comedy, Drama, Thriller",PT2H2M
The Gold Rush,https://www.imdb.com/title/tt0015864/,"A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall.",10,1,8.1,"Adventure, Comedy, Drama",PT1H35M
Jaws,https://www.imdb.com/title/tt0073195/,"When a massive killer shark unleashes chaos on a beach community off Long Island, it&apos;s up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",10,1,8.1,"Adventure, Drama, Horror",PT2H4M
Sherlock Jr.,https://www.imdb.com/title/tt0015324/,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend&apos;s father&apos;s pocketwatch.",10,1,8.2,"Action, Comedy, Romance",PT45M
Mary and Max.,https://www.imdb.com/title/tt0978762/,"In 1976 Melbourne, a lonely 8-year-old girl strikes up a correspondence with an unlikely pen pal: a severely obese 44-year-old New Yorker with Asperger&apos;s syndrome.",10,1,8.1,"Animation, Comedy, Drama",PT1H32M
Ford v Ferrari,https://www.imdb.com/title/tt1950186/,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,10,1,8.1,"Action, Biography, Drama",PT2H32M
The Deer Hunter,https://www.imdb.com/title/tt0077416/,An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.,10,1,8.1,"Drama, War",PT3H3M
The General,https://www.imdb.com/title/tt0017925/,"After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through ene...",10,1,8.1,"Action, Adventure, Comedy",PT1H18M
Le salaire de la peur,https://www.imdb.com/title/tt0046268/,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.",10,1,8.1,"Adventure, Drama, Thriller",PT2H36M
Mr. Smith Goes to Washington,https://www.imdb.com/title/tt0031679/,"A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his c...",10,1,8.1,"Comedy, Drama",PT2H9M
On the Waterfront,https://www.imdb.com/title/tt0047296/,"An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate&apos;s victims.",10,1,8.1,"Crime, Drama, Thriller",PT1H48M
Smultronstället,https://www.imdb.com/title/tt0050986/,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.",10,1,8.1,"Drama, Romance",PT1H32M
Logan,https://www.imdb.com/title/tt3315342/,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",10,1,8.1,"Action, Drama, Sci-Fi",PT2H17M
Rocky,https://www.imdb.com/title/tt0075148/,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,10,1,8.1,"Drama, Sport",PT2H
The Third Man,https://www.imdb.com/title/tt0041959/,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.",10,1,8.1,"Drama, Film-Noir, Mystery",PT1H44M
Tôkyô monogatari,https://www.imdb.com/title/tt0046438/,"An old couple visit their children and grandchildren in the city, but receive little attention.",10,1,8.1,Drama,PT2H17M
Spotlight,https://www.imdb.com/title/tt1895587/,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",10,1,8.1,"Biography, Crime, Drama",PT2H9M
The Big Lebowski,https://www.imdb.com/title/tt0118715/,"Jeff &quot;The Dude&quot; Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.",10,1,8.1,"Comedy, Crime",PT1H57M
The Terminator,https://www.imdb.com/title/tt0088247/,A cyborg assassin from the future attempts to find and kill a young woman who is destined to give birth to a warrior that will lead a resistance to save humankind from extinction.,10,1,8.1,"Action, Adventure, Sci-Fi",PT1H47M
Maharaja,https://www.imdb.com/title/tt26548265/,"A barber seeks vengeance after his home is burglarized, cryptically telling police his &quot;lakshmi&quot; has been taken, leaving them uncertain if it&apos;s a person or object. His quest to recover the elusive &quot;lakshmi&quot; unfolds.",10,1,8.4,"Action, Crime, Drama",PT2H21M
Pirates of the Caribbean: The Curse of the Black Pearl,https://www.imdb.com/title/tt0325980/,"Blacksmith Will Turner teams up with eccentric pirate &quot;Captain&quot; Jack Sparrow to save Elizabeth Swann, the governor&apos;s daughter and his love, from Jack&apos;s former pirate allies, who are now undead.",10,1,8.1,"Action, Adventure, Fantasy",PT2H23M
Det sjunde inseglet,https://www.imdb.com/title/tt0050976/,"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",10,1,8.1,"Drama, Fantasy",PT1H36M
Room,https://www.imdb.com/title/tt3170832/,"A little boy is held captive in a room with his mother since his birth, so he has never known the world outside.",10,1,8.1,"Drama, Thriller",PT1H58M
La haine,https://www.imdb.com/title/tt0113247/,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,10,1,8.1,"Crime, Drama",PT1H38M
Jai Bhim,https://www.imdb.com/title/tt15097216/,"When a tribal man is arrested for a case of alleged theft, his wife turns to a human-rights lawyer to help bring justice.",10,1,8.6,"Crime, Drama",PT2H44M
Hotel Rwanda,https://www.imdb.com/title/tt0395169/,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.",10,1,8.1,"Biography, Drama, History",PT2H1M
Platoon,https://www.imdb.com/title/tt0091763/,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",10,1,8.1,"Drama, War",PT2H
The Best Years of Our Lives,https://www.imdb.com/title/tt0036868/,"Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed.",10,1,8.1,"Drama, Romance, War",PT2H50M
Before Sunset,https://www.imdb.com/title/tt0381681/,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse&apos;s book tour.",10,1,8.1,"Drama, Romance",PT1H20M
The Exorcist,https://www.imdb.com/title/tt0070047/,"When a mysterious entity possesses a young girl, her mother seeks the help of two Catholic priests to save her life.",10,1,8.1,Horror,PT2H2M
The Sound of Music,https://www.imdb.com/title/tt0059742/,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,10,1,8.1,"Biography, Drama, Family",PT2H52M
The Incredibles,https://www.imdb.com/title/tt0317705/,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.",10,1,8,"Animation, Action, Adventure",PT1H55M
The Wizard of Oz,https://www.imdb.com/title/tt0032138/,"Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others...",10,1,8.1,"Adventure, Family, Fantasy",PT1H42M
La passion de Jeanne d&apos;Arc,https://www.imdb.com/title/tt0019254/,"In 1431, Jeanne d&apos;Arc is placed on trial on charges of heresy, and the ecclesiastical jurists attempt to force her to recant her claims of holy visions.",10,1,8.1,"Biography, Drama, History",PT1H54M
Hachi: A Dog&apos;s Tale,https://www.imdb.com/title/tt1028532/,"Professor Wilson discovers a lost Akita puppy on his way home. Despite objections from his wife, Hachi endears himself to the family and grows to be Parker&apos;s loyal companion. As their bond grows deeper, a beautiful relationship un...",10,1,8.1,"Biography, Drama, Family",PT1H33M
Rush,https://www.imdb.com/title/tt1979320/,"James Hunt and Niki Lauda, two extremely skilled Formula One racers, have an intense rivalry with each other. However, it is their enmity that pushes them to their limits.",10,1,8.1,"Biography, Drama, Sport",PT2H3M
Stand by Me,https://www.imdb.com/title/tt0092005/,A writer recounts a childhood journey with his friends to find the body of a missing boy.,10,1,8.1,"Adventure, Comedy, Drama",PT1H29M
Babam ve Oglum,https://www.imdb.com/title/tt0476735/,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.,10,1,8.2,"Drama, Family",PT1H52M
Network,https://www.imdb.com/title/tt0074958/,"A television network cynically exploits a deranged former anchor&apos;s ravings and revelations about mass media for its own profit, but finds that his message may be difficult to control.",10,1,8.1,Drama,PT2H1M
The Iron Giant,https://www.imdb.com/title/tt0129167/,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,10,1,8.1,"Animation, Action, Adventure",PT1H26M
Ainda Estou Aqui,https://www.imdb.com/title/tt14961016/,A woman married to a former politician during the military dictatorship in Brazil is forced to reinvent herself and chart a new course for her family after a violent and arbitrary act.,10,1,8.2,"Biography, Drama, History",PT2H17M
Koe no katachi,https://www.imdb.com/title/tt5323662/,"A deaf girl, Shoko, is bullied by the popular Shoya. As Shoya continues to bully Shoko, the class turns its back on him. Shoko transfers and Shoya grows up as an outcast. Alone and depressed, the regretful Shoya finds Shoko to mak...",10,1,8.1,"Animation, Drama",PT2H10M
Ah-ga-ssi,https://www.imdb.com/title/tt4016934/,"In 1930s Korea, a girl is hired as a handmaiden to a Japanese heiress who lives a secluded life on a countryside estate. But the maid has a secret: She is a pickpocket recruited by a swindler to help seduce the Lady and steal her ...",10,1,8.1,"Drama, Romance, Thriller",PT2H25M
La battaglia di Algeri,https://www.imdb.com/title/tt0058946/,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.",10,1,8.1,"Drama, War",PT2H1M
To Be or Not to Be,https://www.imdb.com/title/tt0035446/,"During the German occupation of Poland, an acting troupe becomes embroiled in a Polish soldier&apos;s efforts to track down a German spy.",10,1,8.1,"Comedy, Romance, War",PT1H39M
The Grapes of Wrath,https://www.imdb.com/title/tt0032551/,"An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression.",10,1,8.1,Drama,PT2H9M
Into the Wild,https://www.imdb.com/title/tt0758758/,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness.",10,1,8,"Adventure, Biography, Drama",PT2H28M
Groundhog Day,https://www.imdb.com/title/tt0107048/,"A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day.",10,1,8,"Comedy, Drama, Fantasy",PT1H41M
The Help,https://www.imdb.com/title/tt1454029/,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids&apos; point of view on the white families for which they work, and the hardships they go through on a daily b...",10,1,8.1,Drama,PT2H26M
Höstsonaten,https://www.imdb.com/title/tt0077711/,"A devoted wife is visited by her mother, a successful concert pianist who had little time for her when she was young.",10,1,8.1,"Drama, Music",PT1H39M
Amores perros,https://www.imdb.com/title/tt0245712/,"An amateur dog fighter, a supermodel, and a derelict assassin, all separately struggling to find love, find their lives transformed by a devastating car wreck in Mexico City.",10,1,8,"Drama, Thriller",PT2H34M
Drishyam,https://www.imdb.com/title/tt4430212/,"Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime.",10,1,8.2,"Crime, Drama, Mystery",PT2H43M
